name,id,locations
Ledyba,165,"['Pokémon Crystal/johto/Route 29', 'Moon/alola/Route 1', 'Y/kalos/Route 7', 'FireRed/kanto/Pattern Bush', 'SoulSilver/johto/Route 30', 'Pokémon Silver/johto/Route 31', 'Pokémon Crystal/kanto/Route 2', 'Pokémon Crystal/johto/Route 30', 'SoulSilver/kanto/Route 2', 'X/kalos/Route 4', 'LeafGreen/kanto/Pattern Bush', 'Pokémon Crystal/johto/Route 39', 'Emerald/hoenn/Safari Zone', 'Pokémon Crystal/johto/Route 34', 'Y/kalos/Route 4', 'Pokémon Crystal/johto/Route 37', 'Pokémon Crystal/johto/Route 36', 'Ultra Sun/alola/Route 1', 'Pokémon Silver/kanto/Route 2', 'Ultra Moon/alola/Route 1', 'Pokémon Crystal/johto/Route 31', 'Pokémon Crystal/johto/Route 35', 'X/kalos/Route 7', 'Sun/alola/Route 1', 'Pokémon Silver/johto/Route 37', 'SoulSilver/johto/Route 37', 'Pokémon Crystal/johto/Route 38', 'SoulSilver/johto/Route 31', 'Pokémon Silver/johto/Route 30', 'Pokémon Crystal/johto/National Park']"
Ledian,166,"['Pearl/sinnoh/Route 229', 'Ultra Moon/alola/Route 11', 'Ultra Sun/alola/Route 17', 'Black/unova/Dreamyard', 'White/unova/Dreamyard', 'Diamond/sinnoh/Route 229', ""Ultra Moon/alola/Ula'ula Meadow"", 'Moon/alola/Route 10', 'Sun/alola/Route 11', 'Pokémon Crystal/kanto/Route 2', 'SoulSilver/kanto/Route 2', 'Ultra Sun/alola/Route 11', ""Ultra Sun/alola/Ula'ula Meadow"", 'White 2/unova/Route 22', 'Ultra Moon/alola/Malie Garden', 'Ultra Moon/alola/Route 10', 'Pokémon Crystal/johto/Route 37', 'Sun/alola/Route 10', ""Sun/alola/Ula'ula Meadow"", 'Pokémon Silver/kanto/Route 2', 'Sun/alola/Malie Garden', 'Moon/alola/Route 11', 'Platinum/sinnoh/Route 229', 'Sun/alola/Route 17', 'Moon/alola/Route 17', 'Ultra Sun/alola/Route 10', 'Moon/alola/Malie Garden', 'Ultra Sun/alola/Malie Garden', ""Moon/alola/Ula'ula Meadow"", 'Ultra Moon/alola/Route 17']"
Spinarak,167,"['Pokémon Crystal/johto/Route 29', 'Pokémon Gold/kanto/Route 2', 'HeartGold/johto/Route 37', 'HeartGold/johto/Route 31', 'FireRed/kanto/Pattern Bush', 'HeartGold/kanto/Route 2', 'Pokémon Crystal/kanto/Route 2', 'Pokémon Crystal/johto/Route 30', 'Pokémon Gold/johto/Route 37', 'LeafGreen/kanto/Pattern Bush', 'Pokémon Crystal/johto/Route 39', 'Emerald/hoenn/Safari Zone', 'Pokémon Crystal/johto/Route 34', 'Pokémon Crystal/johto/Route 37', 'Pokémon Crystal/johto/Route 36', 'Ultra Sun/alola/Route 1', 'Pokémon Gold/johto/Route 30', 'Ultra Moon/alola/Route 1', 'Pokémon Crystal/johto/Route 31', 'Pokémon Crystal/johto/Route 35', 'Sun/alola/Route 1', 'HeartGold/johto/Route 30', 'Pokémon Crystal/johto/Route 38', 'Moon/alola/Route 1', 'Pokémon Crystal/johto/National Park', 'Pokémon Gold/johto/Route 31']"
Ariados,168,"['Pearl/sinnoh/Route 229', 'Ultra Moon/alola/Route 11', 'Pokémon Gold/kanto/Route 2', 'Ultra Sun/alola/Route 17', 'Black/unova/Dreamyard', 'Black 2/unova/Route 22', 'White/unova/Dreamyard', 'Diamond/sinnoh/Route 229', ""Ultra Moon/alola/Ula'ula Meadow"", 'Y/kalos/Victory Road', 'Sun/alola/Route 11', 'HeartGold/kanto/Route 2', 'Pokémon Crystal/kanto/Route 2', 'Omega Ruby/hoenn/Sky Pillar', 'Moon/alola/Route 10', 'Ultra Sun/alola/Route 11', ""Ultra Sun/alola/Ula'ula Meadow"", 'X/kalos/Terminus Cave', 'Ultra Moon/alola/Malie Garden', 'Ultra Moon/alola/Route 10', 'Pokémon Crystal/johto/Route 37', 'Sun/alola/Route 10', 'Y/kalos/Terminus Cave', ""Sun/alola/Ula'ula Meadow"", 'Sun/alola/Malie Garden', 'Moon/alola/Route 11', 'Platinum/sinnoh/Route 229', 'Sun/alola/Route 17', 'Moon/alola/Route 17', 'Ultra Sun/alola/Route 10', 'Moon/alola/Malie Garden', 'Ultra Sun/alola/Malie Garden', 'X/kalos/Victory Road', ""Moon/alola/Ula'ula Meadow"", 'Alpha Sapphire/hoenn/Sky Pillar', 'Ultra Moon/alola/Route 17']"
Crobat,169,"['Ultra Moon/alola/Resolution Cave', 'Black 2/unova/Dreamyard', 'White/unova/Route 13', 'Ultra Sun/alola/Resolution Cave', 'Black/unova/Giant Chasm', 'Sun/alola/Resolution Cave', 'Moon/alola/Resolution Cave', 'White 2/unova/Dreamyard', 'Ultra Sun/alola/Lush Jungle', 'Ultra Moon/alola/Lush Jungle', 'White/unova/Giant Chasm', 'Black/unova/Route 13']"
Chinchou,170,"['Pokémon Gold/kanto/Vermilion City', 'Emerald/hoenn/Route 124', 'Emerald/hoenn/Route 127', 'Pokémon Gold/johto/Union Cave', 'Y/kalos/Azure Bay', 'Pokémon Gold/johto/New Bark Town', 'Pokémon Silver/johto/Olivine City', 'Omega Ruby/hoenn/Route 126', 'Y/kalos/Shalour City', 'Pokémon Silver/johto/New Bark Town', 'Pokémon Silver/johto/Union Cave', 'SoulSilver/kanto/Route 26', 'Pearl/sinnoh/Route 220', 'Omega Ruby/hoenn/Route 130', 'Sapphire/hoenn/Route 128', 'SoulSilver/johto/Route 47', 'Pokémon Crystal/johto/Union Cave', 'Pokémon Crystal/johto/Olivine City', 'Pokémon Crystal/kanto/Route 26', 'Pokémon Silver/kanto/Pallet Town', 'Alpha Sapphire/hoenn/Route 129', 'HeartGold/kanto/Pallet Town', 'Emerald/hoenn/Route 128', 'SoulSilver/kanto/Cinnabar Island', 'Alpha Sapphire/hoenn/Route 124', 'Ultra Sun/alola/Route 8', 'Pokémon Silver/kanto/Route 27', 'X/kalos/Shalour City', 'SoulSilver/johto/Route 41', 'HeartGold/johto/Route 41', 'Sun/alola/Route 8', 'Alpha Sapphire/hoenn/Route 126', 'Sapphire/hoenn/Route 124', 'Pokémon Crystal/kanto/Pallet Town', 'Ruby/hoenn/Route 127', 'HeartGold/johto/New Bark Town', 'Ultra Sun/alola/Akala Outskirts', 'Black/unova/Route 18', 'Sapphire/hoenn/Route 127', 'Ruby/hoenn/Route 128', 'Omega Ruby/hoenn/Route 107', 'Alpha Sapphire/hoenn/Route 128', 'Omega Ruby/hoenn/Route 124', 'Ultra Moon/alola/Akala Outskirts', 'HeartGold/kanto/Vermilion City', 'SoulSilver/kanto/Vermilion City', 'Moon/alola/Akala Outskirts', 'HeartGold/kanto/Route 20', 'Pokémon Gold/johto/Olivine City', 'Moon/alola/Route 8', 'Pokémon Silver/kanto/Vermilion City', 'Omega Ruby/hoenn/Route 128', 'Pokémon Gold/kanto/Route 26', 'White 2/unova/Undella Bay', 'HeartGold/kanto/Cinnabar Island', 'Alpha Sapphire/hoenn/Route 130', 'SoulSilver/kanto/Route 20', 'Alpha Sapphire/hoenn/Route 107', 'White/unova/Route 18', 'HeartGold/kanto/Route 26', 'Pokémon Crystal/kanto/Vermilion City', 'SoulSilver/kanto/Pallet Town', 'White/unova/Driftveil City', 'Pokémon Silver/kanto/Route 26', 'Diamond/sinnoh/Route 220', 'Emerald/hoenn/Route 126', 'HeartGold/kanto/Route 21', 'SoulSilver/johto/New Bark Town', 'HeartGold/kanto/Route 27', 'Pokémon Gold/kanto/Route 27', 'Pokémon Gold/kanto/Pallet Town', 'SoulSilver/kanto/Route 21', 'Ruby/hoenn/Route 124', 'Platinum/sinnoh/Route 220', 'Pokémon Crystal/kanto/Route 27', 'Black/unova/Driftveil City', 'Sun/alola/Akala Outskirts', 'Omega Ruby/hoenn/Route 129', 'Black 2/unova/Undella Bay', 'Ultra Moon/alola/Route 8', 'SoulSilver/kanto/Route 27', 'X/kalos/Azure Bay', 'HeartGold/johto/Route 47', 'Sapphire/hoenn/Route 126', 'Pokémon Crystal/johto/New Bark Town', 'Ruby/hoenn/Route 126']"
Lanturn,171,"['Pokémon Gold/kanto/Vermilion City', 'Ultra Moon/alola/Akala Outskirts', 'Pokémon Gold/johto/Union Cave', 'Y/kalos/Azure Bay', 'Pokémon Gold/johto/New Bark Town', 'HeartGold/kanto/Vermilion City', 'Pokémon Silver/johto/Olivine City', 'SoulSilver/kanto/Vermilion City', 'HeartGold/kanto/Route 20', 'Y/kalos/Shalour City', 'Pokémon Silver/johto/New Bark Town', 'Pokémon Gold/johto/Olivine City', 'Pokémon Silver/johto/Union Cave', 'SoulSilver/kanto/Route 26', 'Omega Ruby/hoenn/Route 126', 'Pearl/sinnoh/Route 220', 'Omega Ruby/hoenn/Route 130', 'SoulSilver/johto/Route 47', 'Pokémon Silver/kanto/Vermilion City', 'Pokémon Crystal/johto/Union Cave', 'Pokémon Gold/kanto/Route 26', 'Omega Ruby/hoenn/Route 128', 'White 2/unova/Undella Bay', 'HeartGold/kanto/Cinnabar Island', 'Pokémon Crystal/johto/Olivine City', 'Alpha Sapphire/hoenn/Route 130', 'SoulSilver/kanto/Route 20', 'Alpha Sapphire/hoenn/Route 107', 'Pokémon Crystal/kanto/Route 26', 'HeartGold/kanto/Route 26', 'Pokémon Crystal/kanto/Vermilion City', 'Pokémon Silver/kanto/Pallet Town', 'SoulSilver/kanto/Pallet Town', 'Pokémon Silver/kanto/Route 26', 'White/unova/Driftveil City', 'Diamond/sinnoh/Route 220', 'Alpha Sapphire/hoenn/Route 129', 'HeartGold/kanto/Route 21', 'HeartGold/kanto/Pallet Town', 'SoulSilver/kanto/Cinnabar Island', 'Alpha Sapphire/hoenn/Route 124', 'SoulSilver/johto/New Bark Town', 'HeartGold/kanto/Route 27', 'Ultra Sun/alola/Route 8', 'Pokémon Gold/kanto/Route 27', 'Pokémon Gold/kanto/Pallet Town', 'Pokémon Silver/kanto/Route 27', 'SoulSilver/kanto/Route 21', 'HeartGold/johto/Route 41', 'SoulSilver/johto/Route 41', 'Black/unova/Driftveil City', 'X/kalos/Shalour City', 'Pokémon Crystal/kanto/Route 27', 'Alpha Sapphire/hoenn/Route 126', 'Pokémon Crystal/kanto/Pallet Town', 'Omega Ruby/hoenn/Route 129', 'HeartGold/johto/New Bark Town', 'Black 2/unova/Undella Bay', 'Ultra Moon/alola/Route 8', 'SoulSilver/kanto/Route 27', 'Ultra Sun/alola/Akala Outskirts', 'Omega Ruby/hoenn/Route 124', 'X/kalos/Azure Bay', 'Omega Ruby/hoenn/Route 107', 'HeartGold/johto/Route 47', 'Alpha Sapphire/hoenn/Route 128', 'Pokémon Crystal/johto/New Bark Town']"
Pichu,172,"[""Moon/alola/Hau'oli City"", 'HeartGold/johto/Ilex Forest', 'Platinum/sinnoh/Trophy Garden', 'Diamond/sinnoh/Trophy Garden', 'Pearl/sinnoh/Trophy Garden', 'Ultra Sun/alola/Route 1', 'Ultra Moon/alola/Route 1', 'Sun/alola/Route 1', 'SoulSilver/johto/Ilex Forest', 'Moon/alola/Route 1', ""Sun/alola/Hau'oli City""]"
Cleffa,173,"['Ultra Sun/alola/Mount Hokulani', 'Ultra Moon/alola/Mount Hokulani', 'Platinum/sinnoh/Trophy Garden', 'Diamond/sinnoh/Trophy Garden', 'Platinum/sinnoh/Mt. Coronet', 'Pearl/sinnoh/Trophy Garden', 'Pearl/sinnoh/Mt. Coronet', 'Moon/alola/Mount Hokulani', 'Sun/alola/Mount Hokulani', 'Diamond/sinnoh/Mt. Coronet']"
Igglybuff,174,"['Ultra Moon/alola/Route 6', 'Sun/alola/Route 4', 'Platinum/sinnoh/Trophy Garden', 'Diamond/sinnoh/Trophy Garden', 'Pearl/sinnoh/Trophy Garden', 'Ultra Sun/alola/Route 4', 'Moon/alola/Route 6', 'Ultra Moon/alola/Route 4', 'Moon/alola/Route 4', 'Ultra Sun/alola/Route 6', 'Sun/alola/Route 6']"
Togepi,175,"['Diamond/sinnoh/Route 230', 'Pearl/sinnoh/Route 230', 'Platinum/sinnoh/Route 230', 'White/unova/White Forest']"
Togetic,176,[]
Natu,177,"['Diamond/sinnoh/Route 224', 'Sapphire/hoenn/Safari Zone', 'White 2/unova/Route 5', 'Ultra Moon/alola/Akala Outskirts', 'Pokémon Silver/johto/Ruins of Alph', 'Black 2/unova/Route 5', 'Pearl/sinnoh/Route 224', 'Platinum/sinnoh/Route 224', 'Ultra Sun/alola/Akala Outskirts', 'FireRed/kanto/Ruin Valley', 'Ruby/hoenn/Safari Zone', 'Pokémon Crystal/johto/Ruins of Alph', 'HeartGold/johto/Ruins of Alph', 'Pokémon Gold/johto/Ruins of Alph', 'LeafGreen/kanto/Ruin Valley', 'SoulSilver/johto/Ruins of Alph', 'Emerald/hoenn/Safari Zone']"
Xatu,178,"['Ultra Moon/alola/Akala Outskirts', 'Sapphire/hoenn/Safari Zone', 'Alpha Sapphire/hoenn/Safari Zone', 'Ultra Sun/alola/Akala Outskirts', 'Ruby/hoenn/Safari Zone', 'Omega Ruby/hoenn/Mirage Mountain', 'Alpha Sapphire/hoenn/Mirage Mountain', 'Alpha Sapphire/hoenn/Mirage Island', 'Omega Ruby/hoenn/Safari Zone', 'Omega Ruby/hoenn/Mirage Island', 'Emerald/hoenn/Safari Zone']"
Mareep,179,"['SoulSilver/johto/Safari Zone', 'Pearl/sinnoh/Valley Windworks', 'White/unova/White Forest', 'LeafGreen/kanto/Altering Cave', 'HeartGold/johto/Route 42', 'Pokémon Silver/johto/Route 42', 'Platinum/sinnoh/Valley Windworks', 'Emerald/hoenn/Altering Cave', 'HeartGold/johto/Route 32', 'Pokémon Silver/johto/Route 32', 'FireRed/kanto/Altering Cave', 'Pokémon Gold/johto/Route 43', 'Y/kalos/Route 12', 'Pokémon Silver/johto/Route 43', 'Emerald/hoenn/Safari Zone', 'Pokémon Gold/johto/Route 42', 'SoulSilver/johto/Route 42', 'Ultra Sun/alola/Paniola Ranch', 'HeartGold/johto/Safari Zone', 'Black 2/unova/Floccesy Ranch', 'White 2/unova/Floccesy Ranch', 'HeartGold/johto/Route 43', 'X/kalos/Route 12', 'Ultra Moon/alola/Paniola Ranch', 'Diamond/sinnoh/Valley Windworks', 'SoulSilver/johto/Route 43', 'Pokémon Gold/johto/Route 32', 'SoulSilver/johto/Route 32']"
Flaaffy,180,"['Pokémon Gold/johto/Route 42', 'SoulSilver/johto/Route 42', 'Pearl/sinnoh/Route 222', 'HeartGold/johto/Route 42', 'HeartGold/johto/Route 43', 'Pokémon Silver/johto/Route 42', 'Diamond/sinnoh/Route 222', 'Pokémon Gold/johto/Route 43', 'SoulSilver/johto/Route 43', 'Pokémon Silver/johto/Route 43', 'Platinum/sinnoh/Route 222']"
Ampharos,181,[]
Bellossom,182,[]
Marill,183,"['Y/kalos/Route 3', 'Emerald/hoenn/Route 104', 'Platinum/sinnoh/Trophy Garden', 'LeafGreen/kanto/Icefall Cave', 'Omega Ruby/hoenn/Route 111', 'Omega Ruby/hoenn/Route 120', 'Ruby/hoenn/Route 114', 'HeartGold/johto/Mt. Mortar', 'Black 2/unova/Pinwheel Forest', 'Emerald/hoenn/Safari Zone', 'White 2/unova/Route 22', 'X/kalos/Route 3', 'White 2/unova/Pinwheel Forest', 'Emerald/hoenn/Route 117', 'Sun/alola/Brooklet Hill', 'SoulSilver/johto/Mt. Mortar', 'Emerald/hoenn/Route 112', 'Sapphire/hoenn/Route 111', 'Ruby/hoenn/Route 102', 'Sapphire/hoenn/Route 120', 'Sapphire/hoenn/Route 114', 'Emerald/hoenn/Route 111', 'White 2/unova/Route 11', 'SoulSilver/johto/Safari Zone', 'White 2/unova/Relic Passage', 'Black 2/unova/Route 22', 'Emerald/hoenn/Petalburg City', 'Ruby/hoenn/Route 117', 'Sapphire/hoenn/Route 102', 'Sapphire/hoenn/Petalburg City', 'White 2/unova/Village Bridge', 'Alpha Sapphire/hoenn/Route 123', 'Pokémon Crystal/johto/Route 42', 'Moon/alola/Brooklet Hill', 'White 2/unova/Floccesy Ranch', 'Diamond/sinnoh/Trophy Garden', 'Pearl/sinnoh/Great Marsh', 'White 2/unova/Abundant Shrine', 'White 2/unova/Route 6', 'Omega Ruby/hoenn/Route 123', 'Emerald/hoenn/Route 102', 'Omega Ruby/hoenn/Route 117', 'Pokémon Gold/johto/Mt. Mortar', 'Black 2/unova/Village Bridge', 'Emerald/hoenn/Route 120', 'Ruby/hoenn/Route 120', 'Black 2/unova/Relic Passage', 'Sapphire/hoenn/Route 117', 'Emerald/hoenn/Route 114', 'Alpha Sapphire/hoenn/Petalburg City', 'Alpha Sapphire/hoenn/Route 114', 'Black 2/unova/Route 11', 'Black 2/unova/Victory Road B2W2', 'Alpha Sapphire/hoenn/Route 117', 'HeartGold/johto/Safari Zone', 'Black 2/unova/Floccesy Ranch', 'Platinum/sinnoh/Route 215', 'Pearl/sinnoh/Trophy Garden', 'LeafGreen/kanto/Four Island', 'Black 2/unova/Route 6', 'Black 2/unova/Route 20', 'Platinum/sinnoh/Route 212', 'Pokémon Silver/johto/Mt. Mortar', 'White 2/unova/Route 20', 'Omega Ruby/hoenn/Petalburg City', 'Omega Ruby/hoenn/Route 114', 'Pokémon Crystal/johto/Mt. Mortar', 'White 2/unova/Victory Road B2W2', 'FireRed/kanto/Icefall Cave', 'Omega Ruby/hoenn/Route 102', 'Alpha Sapphire/hoenn/Route 111', 'Ruby/hoenn/Route 111', 'Diamond/sinnoh/Great Marsh', 'Ruby/hoenn/Petalburg City', 'Black 2/unova/Abundant Shrine', 'Alpha Sapphire/hoenn/Route 120', 'Alpha Sapphire/hoenn/Route 102', 'LeafGreen/kanto/Ruin Valley']"
Azumarill,184,"['Black 2/unova/Route 20', 'Alpha Sapphire/hoenn/Route 102', 'White 2/unova/Route 11', 'White 2/unova/Route 20', 'Omega Ruby/hoenn/Petalburg City', 'Black 2/unova/Relic Passage', 'White 2/unova/Relic Passage', 'Omega Ruby/hoenn/Route 114', 'Black 2/unova/Route 22', 'White 2/unova/Victory Road B2W2', 'Alpha Sapphire/hoenn/Petalburg City', 'Alpha Sapphire/hoenn/Route 114', 'Black 2/unova/Route 11', 'Black 2/unova/Victory Road B2W2', 'Omega Ruby/hoenn/Route 111', 'Omega Ruby/hoenn/Route 120', 'Y/kalos/Route 22', 'Alpha Sapphire/hoenn/Route 123', 'Black 2/unova/Pinwheel Forest', 'White 2/unova/Route 22', 'White 2/unova/Village Bridge', 'X/kalos/Route 22', 'White 2/unova/Pinwheel Forest', 'Omega Ruby/hoenn/Route 102', 'Platinum/sinnoh/Victory Road', 'Alpha Sapphire/hoenn/Route 117', 'Alpha Sapphire/hoenn/Route 111', 'White 2/unova/Floccesy Ranch', 'Black 2/unova/Floccesy Ranch', 'White 2/unova/Abundant Shrine', 'Black 2/unova/Route 6', 'White 2/unova/Route 6', 'Omega Ruby/hoenn/Route 123', 'Alpha Sapphire/hoenn/Route 120', 'Black 2/unova/Abundant Shrine', 'Omega Ruby/hoenn/Route 117', 'Black 2/unova/Village Bridge']"
Sudowoodo,185,"['Pearl/sinnoh/Route 214', 'Sun/alola/Route 5', 'Pokémon Silver/johto/Route 36', 'Ultra Sun/alola/Route 5', 'X/kalos/Route 20', 'HeartGold/johto/Route 36', 'Ultra Moon/alola/Lush Jungle', 'Y/kalos/Route 20', 'SoulSilver/johto/Route 36', 'Pokémon Crystal/johto/Route 36', 'Pearl/sinnoh/Route 221', 'Ultra Sun/alola/Route 1', 'Ultra Moon/alola/Route 1', 'Ultra Moon/alola/Route 5', 'Platinum/sinnoh/Route 221', 'Emerald/hoenn/Battle Frontier', 'Moon/alola/Route 5', 'Sun/alola/Route 1', 'Pokémon Gold/johto/Route 36', 'Moon/alola/Route 1', 'Black 2/unova/Route 20', 'Ultra Sun/alola/Lush Jungle', 'Sun/alola/Lush Jungle', 'Moon/alola/Lush Jungle']"
Politoed,186,"['White 2/unova/Route 20', 'X/kalos/Route 19', 'Black/unova/Route 6', 'White 2/unova/Victory Road B2W2', 'Black 2/unova/Lostlorn Forest', 'Black 2/unova/Victory Road B2W2', 'Y/kalos/Route 19', 'Black 2/unova/Route 19', 'Ultra Moon/alola/Malie Garden', 'White 2/unova/Floccesy Ranch', 'Black 2/unova/Floccesy Ranch', 'White 2/unova/Lostlorn Forest', 'Black 2/unova/Route 6', 'White 2/unova/Route 6', 'Sun/alola/Malie Garden', 'White 2/unova/Route 19', 'Moon/alola/Malie Garden', 'Ultra Sun/alola/Malie Garden', 'Black 2/unova/Route 20', 'White/unova/Route 6']"
Hoppip,187,"['Pokémon Crystal/johto/Route 29', 'SoulSilver/kanto/Route 14', 'Diamond/sinnoh/Route 205', 'Pokémon Gold/kanto/Route 14', 'Y/kalos/Route 7', 'FireRed/kanto/Five Island', 'FireRed/kanto/Resort Gorgeous', 'HeartGold/kanto/Route 15', 'LeafGreen/kanto/Resort Gorgeous', 'LeafGreen/kanto/Five Isle Meadow', 'HeartGold/johto/Route 32', 'Pokémon Crystal/kanto/Route 13', 'SoulSilver/kanto/Route 15', 'Pokémon Crystal/kanto/Route 14', 'LeafGreen/kanto/Five Island', 'HeartGold/johto/Route 48', 'SoulSilver/kanto/Route 13', 'HeartGold/johto/Safari Zone', 'SoulSilver/johto/Route 48', 'Pokémon Crystal/johto/Route 31', 'HeartGold/kanto/Route 14', 'FireRed/kanto/Water Labyrinth', 'Pokémon Gold/johto/Route 33', 'HeartGold/kanto/Route 13', 'Platinum/sinnoh/Route 205', 'HeartGold/johto/Route 33', 'FireRed/kanto/Memorial Pillar', 'Pokémon Crystal/kanto/Route 15', 'SoulSilver/johto/Route 32', 'SoulSilver/johto/Safari Zone', 'White/unova/White Forest', 'Pokémon Silver/johto/Route 33', 'Black 2/unova/Route 18', 'LeafGreen/kanto/Water Labyrinth', 'White 2/unova/Route 18', 'Pokémon Silver/johto/Route 32', 'Pokémon Silver/kanto/Route 14', 'Pokémon Silver/kanto/Route 13', 'Pokémon Crystal/johto/Route 30', 'Pearl/sinnoh/Route 205', 'SoulSilver/johto/Route 33', 'FireRed/kanto/Five Isle Meadow', 'Pokémon Silver/kanto/Route 15', 'Pokémon Crystal/kanto/Route 11', 'Pearl/sinnoh/Fuego Ironworks', 'X/kalos/Route 7', 'LeafGreen/kanto/Memorial Pillar', 'Pokémon Crystal/johto/Route 32', 'Pokémon Gold/kanto/Route 13', 'Pokémon Gold/johto/Route 32', 'Pokémon Crystal/johto/Route 33', 'Pokémon Gold/kanto/Route 15']"
Skiploom,188,"['SoulSilver/kanto/Route 14', 'Diamond/sinnoh/Route 205', 'Pokémon Gold/kanto/Route 14', 'HeartGold/johto/Safari Zone', 'SoulSilver/johto/Safari Zone', 'Pearl/sinnoh/Fuego Ironworks', 'Pokémon Silver/kanto/Route 14', 'Pokémon Crystal/kanto/Route 14', 'HeartGold/kanto/Route 14']"
Jumpluff,189,"['SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone']"
Aipom,190,"['LeafGreen/kanto/Altering Cave', 'Pokémon Silver/johto/Route 42', 'Platinum/sinnoh/Valley Windworks', 'Emerald/hoenn/Altering Cave', 'Alpha Sapphire/hoenn/Route 121', 'Platinum/sinnoh/Route 214', 'Pokémon Silver/johto/Route 43', 'Emerald/hoenn/Safari Zone', 'Platinum/sinnoh/Floaroma Meadow', 'Pokémon Gold/johto/Route 42', 'Platinum/sinnoh/Route 222', 'Pokémon Crystal/johto/Route 46', 'Platinum/sinnoh/Route 208', 'Platinum/sinnoh/Route 215', 'Pearl/sinnoh/Honey Trees', 'Pokémon Gold/johto/Route 31', 'Pokémon Gold/johto/Route 33', 'Platinum/sinnoh/Route 213', 'Platinum/sinnoh/Route 205', 'Pokémon Silver/johto/Route 46', 'Pokémon Silver/johto/Route 30', 'Platinum/sinnoh/Route 212', 'Pokémon Gold/johto/Route 45', 'Platinum/sinnoh/Route 206', 'Ultra Sun/alola/Poni Plains', 'Platinum/sinnoh/Route 207', 'Pokémon Silver/johto/Route 33', 'Platinum/sinnoh/Eterna Forest', 'Platinum/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Honey Trees', 'Ultra Moon/alola/Poni Plains', 'Pokémon Crystal/johto/Route 44', 'Pokémon Gold/johto/Route 46', 'Pokémon Silver/johto/Route 32', 'Pokémon Silver/johto/Route 31', 'Pokémon Gold/johto/Route 43', 'FireRed/kanto/Altering Cave', 'Platinum/sinnoh/Route 211', 'Platinum/sinnoh/Route 210', 'Platinum/sinnoh/Route 209', 'Alpha Sapphire/hoenn/Route 118', 'Pokémon Crystal/johto/Route 42', 'Pokémon Silver/johto/Route 29', 'Pokémon Silver/johto/Route 45', 'Pokémon Gold/johto/Route 44', 'Pokémon Gold/johto/Route 30', 'Pokémon Silver/johto/Route 44', 'Pokémon Crystal/johto/Azalea Town', 'Platinum/sinnoh/Route 218', 'Omega Ruby/hoenn/Route 118', 'Pokémon Gold/johto/Route 29', 'Omega Ruby/hoenn/Route 121', 'Platinum/sinnoh/Route 221', 'Pokémon Crystal/johto/Route 45', 'Pokémon Gold/johto/Route 32', 'Pokémon Crystal/johto/Route 33']"
Sunkern,191,"['Pokémon Gold/kanto/Route 24', 'HeartGold/johto/National Park', 'Black/unova/Route 12', 'SoulSilver/johto/Safari Zone', 'SoulSilver/johto/National Park', 'White 2/unova/Route 20', 'Platinum/sinnoh/Route 204', 'Diamond/sinnoh/Route 204', 'HeartGold/kanto/Route 24', 'Omega Ruby/hoenn/Mirage Forest', 'Pearl/sinnoh/Route 204', 'Pokémon Silver/johto/National Park', 'Emerald/hoenn/Safari Zone', 'Pokémon Crystal/kanto/Route 24', 'SoulSilver/kanto/Route 24', 'HeartGold/johto/Safari Zone', 'White/unova/Route 12', 'Alpha Sapphire/hoenn/Mirage Forest', 'Pokémon Gold/johto/National Park', 'Pokémon Silver/kanto/Route 24', 'Black 2/unova/Route 20', 'Pokémon Crystal/johto/National Park']"
Sunflora,192,"['Black/unova/Route 12', 'White/unova/Route 12']"
Yanma,193,"['White 2/unova/Pinwheel Forest', 'White 2/unova/Route 3', 'X/kalos/Route 10', 'Black 2/unova/Pinwheel Forest', 'Pearl/sinnoh/Great Marsh', 'Diamond/sinnoh/Great Marsh', 'Pokémon Silver/johto/Route 35', 'FireRed/kanto/Ruin Valley', 'SoulSilver/johto/Route 35', 'Pokémon Gold/johto/Route 35', 'Pokémon Crystal/johto/Route 35', 'Black/unova/Route 14', 'Platinum/sinnoh/Great Marsh', 'White/unova/Route 14', 'Black 2/unova/Route 3', 'LeafGreen/kanto/Ruin Valley', 'HeartGold/johto/Route 35', 'Y/kalos/Route 10']"
