name,long_id,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,type1,type2,ev_from,ev_to,is_base,is_full_ev,evo_family,capture_rate,gen_introduced,is_legendary,height_m,weight_kg,locations
Octillery,224,480,75,105,75,105,75,45,water,,223,[],0,1,"['223', '224']",75,2,0,0.9,28.5,"['Pearl/sinnoh/Route 230', 'Y/kalos/Azure Bay', 'Pearl/sinnoh/Route 223', 'Diamond/sinnoh/Route 223', 'Y/kalos/Shalour City', 'Pearl/sinnoh/Sunyshore City', 'White 2/unova/Route 21', 'Y/kalos/Route 12', 'Emerald/hoenn/Safari Zone', 'Platinum/sinnoh/Route 222', 'Platinum/sinnoh/Pastoria City', 'Diamond/sinnoh/Route 224', 'White/unova/Undella Town', 'White/unova/Undella Bay', 'Pearl/sinnoh/Route 213', 'Alpha Sapphire/hoenn/Battle Resort', 'Platinum/sinnoh/Pokemon League', 'Pearl/sinnoh/Pokemon League', 'Diamond/sinnoh/Route 230', 'Pearl/sinnoh/Route 224', 'White 2/unova/Undella Bay', 'Diamond/sinnoh/Route 222', ""Ultra Sun/alola/Kala'e Bay"", 'Platinum/sinnoh/Route 213', 'Diamond/sinnoh/Pastoria City', 'Platinum/sinnoh/Route 223', 'Black/unova/Undella Town', 'Platinum/sinnoh/Route 212', 'Black/unova/Undella Bay', 'Pearl/sinnoh/Route 222', 'Pearl/sinnoh/Pastoria City', 'Diamond/sinnoh/Sunyshore City', 'Platinum/sinnoh/Sunyshore City', 'Ultra Sun/alola/Route 8', 'X/kalos/Shalour City', 'Ultra Sun/alola/Melemele Sea', 'Black 2/unova/Route 21', 'Omega Ruby/hoenn/Battle Resort', 'Black 2/unova/Undella Bay', 'Ultra Moon/alola/Melemele Sea', 'Ultra Moon/alola/Route 8', 'Diamond/sinnoh/Pokemon League', 'Platinum/sinnoh/Route 224', 'Platinum/sinnoh/Route 230', 'X/kalos/Azure Bay', 'X/kalos/Route 12', 'Diamond/sinnoh/Route 213', ""Ultra Moon/alola/Kala'e Bay""]"
Delibird,225,330,45,55,45,65,45,75,ice,flying,,[],1,1,['225'],45,2,0,0.9,16.0,"['X/kalos/Route 17', 'Moon/alola/Route 3', 'Black 2/unova/Giant Chasm', 'Ultra Sun/alola/Seaward Cave', 'Ultra Moon/alola/Seaward Cave', 'Pearl/sinnoh/Route 216', 'Black 2/unova/Route 22', 'Black/unova/Giant Chasm', 'FireRed/kanto/Icefall Cave', 'White 2/unova/Giant Chasm', 'Alpha Sapphire/hoenn/Shoal Cave', 'Y/kalos/Route 17', 'White 2/unova/Route 22', 'Pokémon Silver/johto/Ice Path', 'SoulSilver/johto/Ice Path', 'Diamond/sinnoh/Route 216', 'Omega Ruby/hoenn/Shoal Cave', 'Pokémon Crystal/johto/Ice Path', 'Platinum/sinnoh/Route 217', 'Sun/alola/Route 3', 'White/unova/Giant Chasm']"
Mantine,226,485,85,40,70,80,140,70,water,flying,458,[],0,1,"['458', '226']",25,2,0,2.1,220.0,"['Black/unova/Undella Bay', 'Black 2/unova/Undella Bay', 'Alpha Sapphire/hoenn/Battle Resort', 'LeafGreen/kanto/Tanoby Ruins', 'Pokémon Crystal/johto/Route 41', 'Black 2/unova/Route 21', 'White 2/unova/Undella Bay', 'White/unova/Undella Town', 'Pokémon Gold/johto/Route 41', 'HeartGold/johto/Route 41', 'White 2/unova/Route 21', 'Black/unova/Undella Town', 'Omega Ruby/hoenn/Battle Resort', 'White/unova/Undella Bay']"
Skarmory,227,465,65,80,140,40,70,70,steel,flying,,[],1,1,['227'],25,2,0,1.7,50.5,"['Pearl/sinnoh/Route 227', 'Ultra Sun/alola/Route 17', 'Omega Ruby/hoenn/Route 113', 'Ultra Moon/alola/Mount Hokulani', 'Ultra Moon/alola/Vast Poni Canyon', 'SoulSilver/johto/Route 45', 'Platinum/sinnoh/Route 227', 'Sapphire/hoenn/Route 113', 'Black 2/unova/Reversal Mountain', 'Y/kalos/Victory Road', 'Moon/alola/Route 10', 'Alpha Sapphire/hoenn/Route 113', 'Sun/alola/Mount Hokulani', 'Ultra Sun/alola/Mount Hokulani', 'Sun/alola/Vast Poni Canyon', 'Platinum/sinnoh/Stark Mountain', 'Emerald/hoenn/Route 113', 'Ultra Moon/alola/Route 10', 'Pokémon Silver/johto/Route 45', 'Diamond/sinnoh/Route 227', 'Sun/alola/Route 10', 'Ruby/hoenn/Route 113', 'Pokémon Crystal/johto/Route 45', 'Moon/alola/Route 17', 'Sun/alola/Route 17', 'FireRed/kanto/Sevault Canyon', 'Pearl/sinnoh/Stark Mountain', 'Moon/alola/Vast Poni Canyon', 'Ultra Sun/alola/Route 10', 'Diamond/sinnoh/Stark Mountain', 'Moon/alola/Mount Hokulani', 'X/kalos/Victory Road', 'Ultra Sun/alola/Vast Poni Canyon', 'White 2/unova/Reversal Mountain', 'Ultra Moon/alola/Route 17']"
Houndour,228,330,45,60,30,80,50,65,dark,fire,,['229'],1,0,"['228', '229']",120,2,0,0.6,10.8,"['HeartGold/kanto/Route 7', 'SoulSilver/johto/Safari Zone', 'X/kalos/Route 10', 'Pokémon Crystal/kanto/Route 7', 'LeafGreen/kanto/Altering Cave', 'HeartGold/johto/Safari Zone', 'Black/unova/Route 9', 'Platinum/sinnoh/Valor Lakefront', 'Emerald/hoenn/Altering Cave', 'Pokémon Gold/kanto/Route 7', 'SoulSilver/kanto/Route 7', 'FireRed/kanto/Altering Cave', 'Platinum/sinnoh/Route 214', 'Pokémon Silver/kanto/Route 7', 'Emerald/hoenn/Safari Zone']"
Houndoom,229,500,75,90,50,110,80,95,dark,fire,228,[],0,1,"['228', '229']",45,2,0,1.4,35.0,"['Ultra Sun/alola/Route 12', 'Pearl/sinnoh/Route 214', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone', 'Pearl/sinnoh/Route 215']"
Kingdra,230,540,75,95,95,95,95,85,water,dragon,117,[],0,1,"['116', '117', '230']",45,2,0,1.8,152.0,"['White/unova/P2 Laboratory', 'White 2/unova/Route 17', 'Black 2/unova/Route 17', 'White/unova/Route 17', 'White 2/unova/P2 Laboratory', 'Black 2/unova/Route 18', 'Black/unova/Route 18', 'White 2/unova/Route 18', 'Black/unova/P2 Laboratory', 'White/unova/Route 18', 'Black/unova/Route 17', 'Black 2/unova/P2 Laboratory']"
Phanpy,231,330,90,60,60,40,40,40,ground,,,['232'],1,0,"['231', '232']",120,2,0,0.5,33.5,"['Sapphire/hoenn/Safari Zone', 'Pokémon Crystal/johto/Route 46', 'Pokémon Silver/johto/Route 45', 'Platinum/sinnoh/Route 207', 'FireRed/kanto/Canyon Entrance', 'HeartGold/johto/Route 45', 'LeafGreen/kanto/Canyon Entrance', 'FireRed/kanto/Sevault Canyon', 'Ruby/hoenn/Safari Zone', 'Pearl/sinnoh/Route 207', 'Diamond/sinnoh/Route 207', 'LeafGreen/kanto/Sevault Canyon', 'Pokémon Crystal/johto/Route 45', 'HeartGold/johto/Mt. Silver', 'Emerald/hoenn/Safari Zone']"
Donphan,232,500,90,120,120,60,60,50,ground,,231,[],0,1,"['231', '232']",60,2,0,1.1,120.0,"['Pokémon Silver/kanto/Victory Road', 'Alpha Sapphire/hoenn/Safari Zone', 'HeartGold/kanto/Route 28', 'Pokémon Silver/johto/Silver Cave', 'Omega Ruby/hoenn/Mirage Mountain', 'Pokémon Silver/kanto/Route 28', 'Alpha Sapphire/hoenn/Mirage Mountain', 'HeartGold/kanto/Victory Road', 'Pokémon Crystal/johto/Route 45', 'HeartGold/johto/Mt. Silver', 'Omega Ruby/hoenn/Safari Zone']"
Porygon2,233,515,85,80,90,105,95,60,normal,,137,['474'],0,0,"['137', '233', '474']",45,2,0,0.6,32.5,[]
Stantler,234,465,73,95,62,85,65,85,normal,,,[],1,1,['234'],45,2,0,1.4,71.2,"['SoulSilver/johto/Safari Zone', 'Platinum/sinnoh/Route 207', 'LeafGreen/kanto/Altering Cave', 'HeartGold/johto/Route 37', 'Omega Ruby/hoenn/Mirage Mountain', 'Emerald/hoenn/Altering Cave', 'Pokémon Silver/johto/Route 36', 'FireRed/kanto/Altering Cave', 'Pokémon Gold/johto/Route 37', 'HeartGold/johto/Route 36', 'Black/unova/Abundant Shrine', 'Emerald/hoenn/Safari Zone', 'White/unova/Abundant Shrine', 'HeartGold/johto/Safari Zone', 'Pokémon Crystal/johto/Route 37', 'SoulSilver/johto/Route 36', 'Alpha Sapphire/hoenn/Mirage Mountain', 'Pearl/sinnoh/Route 207', 'Pokémon Silver/johto/Route 37', 'SoulSilver/johto/Route 37', 'Pokémon Gold/johto/Route 36']"
Smeargle,235,250,55,20,35,20,45,75,normal,,,[],1,1,['235'],45,2,0,1.2,58.0,"['Black/unova/Route 5', 'SoulSilver/johto/Safari Zone', 'Y/kalos/Route 7', 'LeafGreen/kanto/Altering Cave', 'Sun/alola/Route 2', 'Pearl/sinnoh/Route 212', 'Emerald/hoenn/Altering Cave', 'Pokémon Gold/johto/Ruins of Alph', 'FireRed/kanto/Altering Cave', 'Emerald/hoenn/Artisan Cave', 'Diamond/sinnoh/Route 212', 'White/unova/Route 5', 'Ultra Moon/alola/Route 2', 'HeartGold/johto/Safari Zone', 'Pokémon Silver/johto/Ruins of Alph', 'Platinum/sinnoh/Route 208', 'Platinum/sinnoh/Route 212', 'Pokémon Crystal/johto/Ruins of Alph', 'HeartGold/johto/Ruins of Alph', 'X/kalos/Route 7', 'Ultra Sun/alola/Route 2', 'SoulSilver/johto/Ruins of Alph', 'Moon/alola/Route 2']"
Tyrogue,236,210,35,35,35,35,35,35,fighting,,,"['106', '107', '237']",1,0,"['236', '107', '106', '237']",75,2,0,0.7,21.0,"['Omega Ruby/hoenn/Fiery Path', 'Pearl/sinnoh/Route 208', 'Alpha Sapphire/hoenn/Route 112', 'Omega Ruby/hoenn/Route 112', 'Omega Ruby/hoenn/Jagged Pass', 'Black/unova/Route 10', 'Alpha Sapphire/hoenn/Fiery Path', 'Alpha Sapphire/hoenn/Jagged Pass', 'Pearl/sinnoh/Route 211', 'White/unova/Route 10', 'Platinum/sinnoh/Route 211', 'Diamond/sinnoh/Route 208', 'Diamond/sinnoh/Route 211']"
Hitmontop,237,455,50,95,95,35,110,70,fighting,,236,[],0,1,"['236', '107', '106', '237']",45,2,0,1.4,48.0,[]
Smoochum,238,305,45,30,15,85,65,65,ice,psychic,,['124'],1,0,"['238', '124']",45,2,0,0.4,6.0,"['Pearl/sinnoh/Lake Acuity', 'Y/kalos/Frost Cavern', 'Diamond/sinnoh/Lake Acuity', 'Ultra Sun/alola/Seaward Cave', 'X/kalos/Frost Cavern', 'Ultra Moon/alola/Seaward Cave', 'Platinum/sinnoh/Snowpoint Temple']"
Elekid,239,360,45,63,37,65,55,95,electric,,,['125'],1,0,"['239', '125', '466']",45,2,0,0.6,23.5,"['Sun/alola/Route 12', 'Moon/alola/Route 12', 'Diamond/sinnoh/Route 205', 'Pearl/sinnoh/Valley Windworks', 'White/unova/White Forest', 'Ultra Sun/alola/Blush Mountain', 'Ultra Moon/alola/Mount Hokulani', 'Alpha Sapphire/hoenn/Mirage Mountain', 'Omega Ruby/hoenn/Mirage Mountain', 'Sun/alola/Blush Mountain', 'White 2/unova/Virbank Complex', 'Diamond/sinnoh/Valley Windworks', 'Ultra Sun/alola/Mount Hokulani', 'Pearl/sinnoh/Route 205', 'Moon/alola/Blush Mountain', 'Ultra Moon/alola/Blush Mountain']"
Magby,240,365,45,75,37,70,55,83,fire,,,['126'],1,0,"['240', '126', '467']",45,2,0,0.7,21.4,"['Pearl/sinnoh/Route 227', 'White/unova/White Forest', 'Moon/alola/Wela Volcano Park', 'Diamond/sinnoh/Route 227', 'Ultra Moon/alola/Wela Volcano Park', 'Alpha Sapphire/hoenn/Mirage Mountain', 'Pearl/sinnoh/Stark Mountain', 'Omega Ruby/hoenn/Mirage Mountain', 'Diamond/sinnoh/Stark Mountain', 'Black 2/unova/Virbank Complex', 'Sun/alola/Wela Volcano Park', 'Ultra Sun/alola/Wela Volcano Park']"
Miltank,241,490,95,80,105,40,70,100,normal,,,[],1,1,['241'],45,2,0,1.2,75.5,"['Diamond/sinnoh/Route 210', 'SoulSilver/johto/Route 39', 'Pearl/sinnoh/Route 210', 'Moon/alola/Poni Plains', 'Ultra Sun/alola/Poni Plains', 'Ultra Moon/alola/Poni Plains', 'Pokémon Silver/johto/Route 39', 'Sun/alola/Paniola Ranch', 'Pearl/sinnoh/Route 209', 'Diamond/sinnoh/Route 209', 'Platinum/sinnoh/Route 210', 'SoulSilver/johto/Route 47', 'Pokémon Crystal/johto/Route 39', 'Emerald/hoenn/Safari Zone', 'Y/kalos/Route 12', 'Moon/alola/Paniola Ranch', 'Ultra Sun/alola/Paniola Ranch', 'Sun/alola/Poni Plains', 'Pokémon Silver/johto/Route 38', 'X/kalos/Route 12', 'Pokémon Gold/johto/Route 39', 'HeartGold/johto/Route 39', 'Ultra Moon/alola/Paniola Ranch', 'Pokémon Crystal/johto/Route 38', 'SoulSilver/johto/Route 38', 'HeartGold/johto/Route 38', 'HeartGold/johto/Route 47', 'Pokémon Gold/johto/Route 38']"
Blissey,242,540,255,10,10,75,135,55,normal,,113,[],0,1,"['440', '113', '242']",30,2,0,1.5,46.8,"['Ultra Sun/alola/Poni Plains', 'Ultra Moon/alola/Poni Plains']"
Raikou,243,580,90,85,75,115,100,115,electric,,,[],1,1,['243'],3,2,1,1.9,178.0,"['HeartGold/johto/Johto', 'Omega Ruby/hoenn/Trackless Forest', 'LeafGreen/kanto/Kanto', 'FireRed/kanto/Kanto', 'Alpha Sapphire/hoenn/Trackless Forest', 'SoulSilver/johto/Johto', 'Pokémon Silver/johto/Johto', 'Pokémon Gold/johto/Johto', 'Ultra Sun/alola/Ultra Space Wilds', 'Pokémon Crystal/johto/Johto']"
Entei,244,580,115,115,85,90,75,100,fire,,,[],1,1,['244'],3,2,1,2.1,198.0,"['HeartGold/johto/Johto', 'Omega Ruby/hoenn/Trackless Forest', 'Ultra Moon/alola/Ultra Space Wilds', 'LeafGreen/kanto/Kanto', 'FireRed/kanto/Kanto', 'Alpha Sapphire/hoenn/Trackless Forest', 'SoulSilver/johto/Johto', 'Pokémon Silver/johto/Johto', 'Pokémon Gold/johto/Johto', 'Pokémon Crystal/johto/Johto']"
Suicune,245,580,100,75,115,90,115,85,water,,,[],1,1,['245'],3,2,1,2.0,187.0,"['Omega Ruby/hoenn/Trackless Forest', 'Ultra Moon/alola/Ultra Space Wilds', 'LeafGreen/kanto/Kanto', 'FireRed/kanto/Kanto', 'Alpha Sapphire/hoenn/Trackless Forest', 'Pokémon Silver/johto/Johto', 'Pokémon Gold/johto/Johto', 'Pokémon Crystal/johto/Tin Tower', 'SoulSilver/kanto/Route 25', 'HeartGold/kanto/Route 25', 'Ultra Sun/alola/Ultra Space Wilds']"
Larvitar,246,300,50,64,50,45,50,41,rock,ground,,['247'],1,0,"['246', '247', '248']",45,2,0,0.6,72.0,"['Pokémon Crystal/johto/Silver Cave', 'Platinum/sinnoh/Route 206', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone', 'Y/kalos/Terminus Cave', 'Pokémon Gold/johto/Silver Cave', 'Pokémon Silver/johto/Silver Cave', 'SoulSilver/johto/Mt. Silver', 'FireRed/kanto/Sevault Canyon', ""Ultra Sun/alola/Diglett's Tunnel"", 'Diamond/sinnoh/Route 207', ""Ultra Moon/alola/Diglett's Tunnel"", 'LeafGreen/kanto/Sevault Canyon', 'HeartGold/johto/Mt. Silver']"
Pupitar,247,410,70,84,70,65,70,51,rock,ground,246,['248'],0,0,"['246', '247', '248']",45,2,0,1.2,152.0,"['Pokémon Crystal/johto/Silver Cave', 'White/unova/Route 15', 'White 2/unova/Route 15', 'Y/kalos/Terminus Cave', 'SoulSilver/johto/Mt. Silver', 'Black/unova/Route 15', 'Black 2/unova/Route 15', 'Y/kalos/Route 18', 'HeartGold/johto/Mt. Silver']"
Tyranitar,248,600,100,134,110,95,100,61,rock,dark,247,[],0,1,"['246', '247', '248']",45,2,0,2.0,202.0,"['White/unova/Route 15', 'White 2/unova/Route 15', 'Black/unova/Route 15', 'Black 2/unova/Route 15']"
Lugia,249,680,106,90,130,90,154,110,psychic,flying,,[],1,1,['249'],3,2,1,5.2,216.0,"['Pokémon Gold/johto/Whirl Islands', 'Pokémon Silver/johto/Whirl Islands', 'Alpha Sapphire/hoenn/Sea Mauville', 'Ultra Moon/alola/Ultra Space Wilds', 'HeartGold/johto/Whirl Islands', 'FireRed/kanto/Navel Rock', 'SoulSilver/johto/Whirl Islands', 'Pokémon Crystal/johto/Whirl Islands', 'LeafGreen/kanto/Navel Rock', 'Emerald/hoenn/Navel Rock']"
Ho-Oh,250,680,106,130,90,110,154,90,fire,flying,,[],1,1,['250'],3,2,1,3.8,199.0,"['Pokémon Gold/johto/Tin Tower', 'Pokémon Silver/johto/Tin Tower', 'SoulSilver/johto/Bell Tower', 'FireRed/kanto/Navel Rock', 'Pokémon Crystal/johto/Tin Tower', 'LeafGreen/kanto/Navel Rock', 'HeartGold/johto/Bell Tower', 'Emerald/hoenn/Navel Rock', 'Ultra Sun/alola/Ultra Space Wilds', 'Omega Ruby/hoenn/Sea Mauville']"
Celebi,251,600,100,100,100,100,100,100,psychic,grass,,[],1,1,['251'],45,2,1,0.6,5.0,['Pokémon Crystal/johto/Ilex Forest']
Treecko,252,310,40,45,35,65,55,70,grass,,,['253'],1,0,"['252', '253', '254']",45,3,0,0.5,5.0,[]
Grovyle,253,405,50,65,45,85,65,95,grass,,252,['254'],0,0,"['252', '253', '254']",45,3,0,0.9,21.6,"['Ultra Moon/alola/Route 5', 'Ultra Sun/alola/Route 5']"
Sceptile,254,530,70,85,65,105,85,120,grass,,253,[],0,1,"['252', '253', '254']",45,3,0,1.7,52.2,[]
Torchic,255,310,45,60,40,70,50,45,fire,,,['256'],1,0,"['255', '256', '257']",45,3,0,0.4,2.5,[]
Combusken,256,405,60,85,60,85,60,55,fire,fighting,255,['257'],0,0,"['255', '256', '257']",45,3,0,0.9,19.5,"['Ultra Sun/alola/Route 8', 'Ultra Moon/alola/Route 8']"
Blaziken,257,530,80,120,70,110,70,80,fire,fighting,256,[],0,1,"['255', '256', '257']",45,3,0,1.9,52.0,[]
Mudkip,258,310,50,70,50,50,50,40,water,,,['259'],1,0,"['258', '259', '260']",45,3,0,0.4,7.6,[]
Marshtomp,259,405,70,85,70,60,70,50,water,ground,258,['260'],0,0,"['258', '259', '260']",45,3,0,0.7,28.0,"['Ultra Moon/alola/Brooklet Hill', 'Ultra Sun/alola/Brooklet Hill']"
Swampert,260,535,100,110,90,85,90,60,water,ground,259,[],0,1,"['258', '259', '260']",45,3,0,1.5,81.9,[]
Poochyena,261,220,35,55,35,30,30,35,dark,,,['262'],1,0,"['261', '262']",255,3,0,0.5,13.6,"['Emerald/hoenn/Route 110', 'Emerald/hoenn/Route 120', 'Ruby/hoenn/Route 103', 'Emerald/hoenn/Route 123', 'Alpha Sapphire/hoenn/Route 101', 'Emerald/hoenn/Route 104', 'Emerald/hoenn/Route 103', 'White/unova/Route 9', 'HeartGold/kanto/Route 1', 'Omega Ruby/hoenn/Route 103', 'Ruby/hoenn/Route 101', 'Omega Ruby/hoenn/Route 101', 'Sapphire/hoenn/Route 102', 'Platinum/sinnoh/Route 214', 'Omega Ruby/hoenn/Route 102', 'SoulSilver/kanto/Route 1', 'Alpha Sapphire/hoenn/Route 103', 'Emerald/hoenn/Route 116', 'Emerald/hoenn/Route 117', 'Emerald/hoenn/Petalburg Woods', 'Emerald/hoenn/Route 101', 'Emerald/hoenn/Route 102', 'Sapphire/hoenn/Route 103', 'Alpha Sapphire/hoenn/Route 102', 'Ruby/hoenn/Route 102', 'Sapphire/hoenn/Route 101', 'Emerald/hoenn/Route 121']"
Mightyena,262,420,70,90,70,60,60,70,dark,,261,[],0,1,"['261', '262']",127,3,0,1.0,37.0,"['Emerald/hoenn/Route 120', 'Emerald/hoenn/Route 123', 'Diamond/sinnoh/Route 214', 'Diamond/sinnoh/Route 215', 'X/kalos/Route 15', 'Emerald/hoenn/Route 121']"
Zigzagoon,263,240,38,30,41,30,41,60,normal,,,['264'],1,0,"['263', '264']",255,3,0,0.4,17.5,"['Pearl/sinnoh/Route 202', 'Alpha Sapphire/hoenn/Route 101', 'Alpha Sapphire/hoenn/Route 102', 'Ruby/hoenn/Route 103', 'Ruby/hoenn/Route 120', 'Sapphire/hoenn/Route 118', 'Ruby/hoenn/Route 121', 'Platinum/sinnoh/Route 202', 'Ruby/hoenn/Route 101', 'Sapphire/hoenn/Route 117', 'Omega Ruby/hoenn/Route 101', 'HeartGold/johto/Sprout Tower', 'Y/kalos/Route 2', 'Alpha Sapphire/hoenn/Route 110', 'Emerald/hoenn/Route 119', 'Omega Ruby/hoenn/Route 104', 'Alpha Sapphire/hoenn/Route 117', 'HeartGold/johto/Safari Zone', 'SoulSilver/johto/Bell Tower', 'Ruby/hoenn/Route 104', 'Alpha Sapphire/hoenn/Route 104', 'X/kalos/Route 2', 'Sapphire/hoenn/Route 121', 'HeartGold/johto/Bell Tower', 'SoulSilver/johto/Sprout Tower', 'Sapphire/hoenn/Route 103', 'Sapphire/hoenn/Route 120', 'Ruby/hoenn/Route 102', 'Omega Ruby/hoenn/Route 116', 'SoulSilver/johto/Burned Tower', 'Alpha Sapphire/hoenn/Petalburg Woods', 'Emerald/hoenn/Route 118', 'Sapphire/hoenn/Route 110', 'Omega Ruby/hoenn/Petalburg Woods', 'Diamond/sinnoh/Route 202', 'SoulSilver/johto/Safari Zone', 'Emerald/hoenn/Route 103', 'Omega Ruby/hoenn/Route 103', 'Ruby/hoenn/Route 118', 'Sapphire/hoenn/Route 123', 'Sapphire/hoenn/Route 116', 'Ruby/hoenn/Route 119', 'Ruby/hoenn/Route 117', 'Ruby/hoenn/Petalburg Woods', 'Sapphire/hoenn/Route 102', 'Sapphire/hoenn/Route 119', 'Ruby/hoenn/Route 123', 'Omega Ruby/hoenn/Route 102', 'Sapphire/hoenn/Route 104', 'Omega Ruby/hoenn/Route 110', 'Ruby/hoenn/Route 116', 'HeartGold/johto/Burned Tower', 'Sapphire/hoenn/Petalburg Woods', 'Ruby/hoenn/Route 110', 'Emerald/hoenn/Route 101', 'Alpha Sapphire/hoenn/Route 116', 'Emerald/hoenn/Route 102', 'Alpha Sapphire/hoenn/Route 103', 'Omega Ruby/hoenn/Route 117', 'Sapphire/hoenn/Route 101']"
Linoone,264,420,78,70,61,50,61,100,normal,,263,[],0,1,"['263', '264']",90,3,0,0.5,32.5,"['Ruby/hoenn/Route 120', 'Alpha Sapphire/hoenn/Route 119', 'Sapphire/hoenn/Route 118', 'Ruby/hoenn/Route 121', 'HeartGold/kanto/Route 10', 'HeartGold/johto/Route 42', 'HeartGold/kanto/Route 28', 'HeartGold/johto/Route 45', 'HeartGold/johto/Route 32', 'SoulSilver/kanto/Route 26', 'Omega Ruby/hoenn/Route 120', 'Alpha Sapphire/hoenn/Route 121', 'HeartGold/kanto/Route 22', 'SoulSilver/johto/Route 47', 'Emerald/hoenn/Route 119', 'SoulSilver/johto/Route 43', 'SoulSilver/johto/Route 42', 'SoulSilver/kanto/Route 13', 'HeartGold/johto/Safari Zone', 'Omega Ruby/hoenn/Route 121', 'HeartGold/johto/Route 43', 'SoulSilver/johto/Route 35', 'HeartGold/johto/Route 30', 'HeartGold/johto/Route 34', 'Sapphire/hoenn/Route 121', 'HeartGold/kanto/Route 4', 'HeartGold/kanto/Route 13', 'HeartGold/kanto/Route 26', 'Sapphire/hoenn/Route 120', 'HeartGold/kanto/Route 6', 'SoulSilver/kanto/Route 28', 'HeartGold/johto/Mt. Silver', 'SoulSilver/johto/Route 34', 'Emerald/hoenn/Route 118', 'SoulSilver/kanto/Route 6', 'SoulSilver/johto/Ruins of Alph', 'HeartGold/kanto/Route 21', 'SoulSilver/johto/Route 32', 'SoulSilver/johto/Route 44', 'SoulSilver/kanto/Route 4', 'SoulSilver/johto/Safari Zone', 'SoulSilver/kanto/Route 9', 'Ruby/hoenn/Route 118', 'HeartGold/kanto/Route 27', 'SoulSilver/johto/Route 45', 'SoulSilver/kanto/Route 21', 'HeartGold/johto/Route 31', 'HeartGold/kanto/Route 24', 'Sapphire/hoenn/Route 123', 'Ruby/hoenn/Route 119', 'Omega Ruby/hoenn/Route 119', 'Sapphire/hoenn/Route 119', 'HeartGold/kanto/Route 25', 'Alpha Sapphire/hoenn/Route 123', 'Ruby/hoenn/Route 123', 'Alpha Sapphire/hoenn/Route 118', 'SoulSilver/kanto/Route 24', 'HeartGold/johto/Route 44', 'SoulSilver/kanto/Route 27', 'SoulSilver/johto/Mt. Silver', 'HeartGold/johto/Ruins of Alph', 'HeartGold/kanto/Route 9', 'Omega Ruby/hoenn/Route 118', 'Alpha Sapphire/hoenn/Route 120', 'SoulSilver/kanto/Route 10', 'SoulSilver/kanto/Route 22', 'Omega Ruby/hoenn/Route 123', 'SoulSilver/johto/Route 31', 'HeartGold/johto/Route 47', 'SoulSilver/kanto/Route 25', 'HeartGold/johto/Route 35', 'SoulSilver/johto/Route 30']"
Wurmple,265,195,45,45,35,20,30,20,bug,,,"['266', '268']",1,0,"['265', '266', '267', '268', '269']",255,3,0,0.3,3.6,"['Alpha Sapphire/hoenn/Route 101', 'Alpha Sapphire/hoenn/Route 102', 'Emerald/hoenn/Route 104', 'SoulSilver/johto/National Park', 'Ruby/hoenn/Route 101', 'Omega Ruby/hoenn/Route 101', 'Platinum/sinnoh/Valley Windworks', 'Platinum/sinnoh/Route 214', 'Platinum/sinnoh/Floaroma Meadow', 'Platinum/sinnoh/Route 222', 'Omega Ruby/hoenn/Route 104', 'Platinum/sinnoh/Route 208', 'Platinum/sinnoh/Route 215', 'Emerald/hoenn/Petalburg Woods', 'Ruby/hoenn/Route 104', 'Pearl/sinnoh/Honey Trees', 'Alpha Sapphire/hoenn/Route 104', 'Platinum/sinnoh/Route 213', 'Platinum/sinnoh/Route 205', 'Ruby/hoenn/Route 102', 'Alpha Sapphire/hoenn/Petalburg Woods', 'Platinum/sinnoh/Route 212', 'HeartGold/johto/National Park', 'Platinum/sinnoh/Route 206', 'Omega Ruby/hoenn/Petalburg Woods', 'Platinum/sinnoh/Route 207', 'Platinum/sinnoh/Eterna Forest', 'White/unova/White Forest', 'Platinum/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Honey Trees', 'Platinum/sinnoh/Route 204', 'Platinum/sinnoh/Route 211', 'Ruby/hoenn/Petalburg Woods', 'Sapphire/hoenn/Route 102', 'Platinum/sinnoh/Route 210', 'Platinum/sinnoh/Route 209', 'Omega Ruby/hoenn/Route 102', 'Sapphire/hoenn/Route 104', 'Pearl/sinnoh/Eterna Forest', 'Platinum/sinnoh/Route 218', 'Sapphire/hoenn/Petalburg Woods', 'Diamond/sinnoh/Eterna Forest', 'Emerald/hoenn/Route 101', 'Emerald/hoenn/Route 102', 'Platinum/sinnoh/Route 221', 'Sapphire/hoenn/Route 101']"
Silcoon,266,205,50,35,55,25,25,15,bug,,265,['267'],0,0,"['265', '266', '267', '268', '269']",120,3,0,0.6,10.0,"['HeartGold/johto/National Park', 'Omega Ruby/hoenn/Petalburg Woods', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/National Park', 'Diamond/sinnoh/Honey Trees', 'Emerald/hoenn/Petalburg Woods', 'Sapphire/hoenn/Petalburg Woods', 'Diamond/sinnoh/Eterna Forest', 'Platinum/sinnoh/Route 205', 'Ruby/hoenn/Petalburg Woods', 'Alpha Sapphire/hoenn/Petalburg Woods']"
